Species,Number of sequences
Bryochiton_perpusillus,2
Bryochiton_sp,4
Bryoclavula_phycophila,1
Bryoglossaceae_sp,2
Bryoglossum_gracile,1
Bryoglossum_sp,5
Bryonora_castanea,1
Bryoperdon_acuminatum,1
Bryoplaca_jungermanniae,1
Bryoplaca_sinapisperma,1
Bryoplaca_sp,1
Bryoplaca_tetraspora,1
Bryorbilia_arenicola,1
Bryoria_alaskana,1
Bryoria_araucana,1
Bryoria_asiatica,1
Bryoria_bicolor,1
Bryoria_fremontii,1
Bryoria_furcellata,1
Bryoria_glabra,1
Bryoria_hengduanensis,1
Bryoria_himalayensis,1
Bryoria_indonesica,1
Bryoria_kockiana,1
Bryoria_lactinea,1
Bryoria_nadvornikiana,1
Bryoria_nepalensis,1
Bryoria_nitidula,1
Bryoria_poeltii,2
Bryoria_rigida,1
Bryoria_simplicior,1
Bryoria_smithii,1
Bryoria_sp,5
Bryoria_spiralifera,1
Bryoria_tenuis,1
Bryoscyphus_turbinatus,1
Bryostigma_sp,1
Buchwaldoboletus_hemichrysus,1
Buchwaldoboletus_lignicola,1
Buchwaldoboletus_xylophilus,1
Buckleyzyma_armeniaca,1
Buckleyzyma_aurantiaca,2
Buckleyzyma_kluyveri-nielii,2
Buckleyzyma_phyllomatis,1
Buckleyzyma_salicina,2
Buckleyzyma_sp,4
Budhanggurabania_cynodonticola,1
Budhanggurabania_sp,1
Buellia_almeriensis,1
Buellia_anomala,1
Buellia_arborea,1
Buellia_badia,1
Buellia_boseongensis,1
Buellia_chujana,1
Buellia_disciformis,2
Buellia_elegans,1
Buellia_erubescens,2
Buellia_frigida,1
Buellia_griseovirens,1
Buellia_halonia,1
Buellia_insignis,2
Buellia_mamillana,2
Buellia_microcarpa,1
Buellia_numerosa,1
Buellia_polita,1
Buellia_russa,1
Buellia_sp,8
Buellia_subarmeniaca,1
Buellia_subdisciformis,1
Buellia_sublauri-cassiae,1
Buellia_subnumerosa,1
Buellia_taishanensis,1
Buellia_tesserata,1
Buellia_viridula,1
Buellia_zoharyi,2
Buelliella_physciicola,1
Buergenerula_sp,1
Buergenerula_spartinae,2
Buglossoporus_sp,1
Bulbithecium_hyalosporum,1
Bulbocatenospora_complanata,1
Bulbothrix_asiatica,1
Bulbothrix_isidiza,4
Bulbothrix_johannis,1
Bulbothrix_lacinia,1
Bulbothrix_laevigatula,1
Bulbothrix_mammillaria,1
Bulbothrix_meizospora,1
Bulbothrix_scortella,1
Bulbothrix_sensibilis,1
Bulbothrix_sp,1
Bulbothrix_subscortea,1
Bulbothrix_tabacina,2
Bulgaria_sp,1
Bulgariella_pulla,1
Bullanockia_australis,1
Bullera_alba,1
Bullera_hannae,1
Bullera_lagerstroemiae,1
Bullera_melastomae,1
Bullera_penniseticola,1
Bullera_sp,5
Bullera_unica,1
Bulleraceae_sp,17
Bulleribasidiaceae_sp,16
Bulleribasidium_begoniae,1
Bulleribasidium_cremeum,1
Bulleribasidium_elongatum,1
Bulleribasidium_foliicola,1
Bulleribasidium_hainanense,1
Bulleribasidium_oberjochense,1
Bulleribasidium_panici,1
Bulleribasidium_phyllophilum,1
Bulleribasidium_pseudopanici,1
Bulleribasidium_pseudovariabile,1
Bulleribasidium_sanyaense,1
Bulleribasidium_setariae,1
Bulleribasidium_siamense,1
Bulleribasidium_sp,1
Bulleribasidium_variabile,1
Bulleribasidium_wuzhishanense,1
Bulleromyces_sp,1
Bunodophoron_melanocarpum,1
Burgella_lutea,1
Burgella_sp,1
Burgoa_sp,7
Burgoa_verzuoliana,1
Burrowsia_cataractae,1
Bussabanomyces_longisporus,1
Butlerelfia_eustacei,1
Butyriboletus_abieticola,1
Butyriboletus_appendiculatus,1
Butyriboletus_autumniregius,1
Butyriboletus_brunneus,1
Butyriboletus_fechtneri,1
Butyriboletus_floridanus,2
Butyriboletus_huangnianlaii,1
Butyriboletus_persolidus,1
Butyriboletus_primiregius,1
Butyriboletus_pseudoregius,1
Butyriboletus_pseudospeciosus,1
Butyriboletus_pulchriceps,1
Butyriboletus_querciregius,1
Butyriboletus_regius,1
Butyriboletus_roseoflavus,1
Butyriboletus_sanicibus,1
Butyriboletus_sp,6
Butyriboletus_subappendiculatus,1
Butyriboletus_subregius,1
Butyriboletus_taughannockensis,1
Butyriboletus_yicibus,1
Buwchfawromyces_eastonii,2
Byssoascus_sp,1
Byssoascus_striatosporus,1
Byssochlamys_sp,2
Byssocorticiaceae_sp,16
Byssocorticium_atrovirens,2
Byssocorticium_caeruleum,1
Byssocorticium_pulchrum,1
Byssocorticium_sp,27
Byssolecania_hymenocarpa,1
Byssoloma_leucoblepharum,1
Byssomerulius_corium,3
Byssoonygena_ceratinophila,1
Byssoporia_sp,1
Byssoporia_terrestris,2
Byssosphaeria_macarangae,1
Byssosphaeria_siamensis,1
Byssosphaeria_sp,5
Byssosphaeria_taiwanense,1
Byssothecium_flumineum,1
Caatingomyces_brasiliensis,1
Cabalodontia_delicata,1
Cabalodontia_sp,1
Cabalodontia_subcretacea,2
Cadophora_africana,1
Cadophora_antarctica,1
Cadophora_bubakii,1
Cadophora_constrictospora,1
Cadophora_dextrinospora,1
Cadophora_domestica,1
Cadophora_fallopiae,1
Cadophora_fascicularis,1
Cadophora_fastigiata,1
Cadophora_ferruginea,1
Cadophora_gregata,1
Cadophora_helianthi,1
Cadophora_lacrimiformis,1
Cadophora_malorum,2
Cadophora_margaritata,1
Cadophora_melinii,1
Cadophora_microspora,1
Cadophora_neoregeliae,1
Cadophora_obovata,1
Cadophora_prunicola,1
Cadophora_ramosa,1
Cadophora_rotunda,1
Cadophora_sp,58
Caecomyces_churrovis,1
Caecomyces_communis,2
Caecomyces_sp,1
Caeliomyces_tampanus,1
Caesiodiscus_populicola,1
Caespitomonium_euphorbiae,1
Cainia_anthoxanthi,1
Cainia_graminis,1
Cainiaceae_sp,4
Cairneyella_variabilis,1
Calcarisporiella_sp,24
Calcarisporiella_thermophila,2
Calcarisporiellaceae_sp,11
Calcarisporiellales_sp,2
Calcarisporium_arbuscula,1
Calcarisporium_cordycipiticola,1
Calcarisporium_sp,1
Calcarisporium_xylariicola,1
Calceomyces_lacunosus,1
Calceomyces_sp,4
Caliciaceae_sp,4
Caliciales_sp,1
Caliciopsis_beckhausii,1
Caliciopsis_eucalypti,1
Caliciopsis_indica,1
Caliciopsis_moriondi,1
Caliciopsis_orientalis,1
Caliciopsis_pinea,2
Caliciopsis_sp,3
Caliciopsis_valentina,1
Calicium_abietinum,1
Calicium_adspersum,1
Calicium_chlorosporum,1
Calicium_corynellum,1
Calicium_denigratum,1
Calicium_glaucellum,2
Calicium_hyperelloides,1
Calicium_indicum,1
Calicium_lecideinum,1
Calicium_lenticulare,1
Calicium_montanum,1
Calicium_nobile,1
Calicium_notarisii,1
Calicium_pinastri,1
Calicium_pinicola,1
Calicium_quercinum,2
Calicium_salicinum,2
Calicium_sequoiae,1
Calicium_sp,1
Calicium_trabinellum,1
Calicium_viride,2
Calliderma_sp,1
Callistosporiaceae_sp,7
Callistosporium_elegans,1
Callistosporium_hesleri,1
Callistosporium_luteo-olivaceum,4
Callistosporium_pinicola,1
Callistosporium_praemultifolium,1
Callistosporium_purpureomarginatum,1
Callistosporium_sp,8
Calloria_sp,4
Calloria_urticae,1
Calloriaceae_sp,9
Calloriopsis_sp,1
Caloboletus_conifericola,1
Caloboletus_firmus,1
Caloboletus_marshii,1
Caloboletus_panniformis,1
Caloboletus_radicans,2
Caloboletus_rubripes,1
Caloboletus_sp,6
Caloboletus_xiangtoushanensis,1
Calocera_arborea,1
Calocera_fusca,1
Calocera_glossoides,1
Calocera_lutea,1
Calocera_pedicellata,1
Calocera_sinensis,1
Calocera_sp,5
Calocybe_aurantiaca,1
Calocybe_badiofloccosa,1
Calocybe_buxea,1
Calocybe_convexa,1
Calocybe_cyanella,1
Calocybe_decolorata,1
Calocybe_erminea,1
Calocybe_gambosa,1
Calocybe_sp,3
Calocybella_babruka,1
Calocybella_dicholamellata,1
Calocybella_dominicana,1
Calocybella_goethei,1
Calocybella_lohitha,1
Calocybella_pudica,1
Calocybella_sp,1
Calocybella_swetha,1
Calogaya_altynenis,1
Calogaya_arnoldii,6
Calogaya_biatorina,1
Calogaya_biatorina_subsp._asiatica,1
Calogaya_bryochrysion,1
Calogaya_decipiens,1
Calogaya_decipiens_subsp._esorediata,1
Calogaya_haloxylonis,1
Calogaya_lobulata,1
Calogaya_orientalis,1
Calogaya_pusilla,1
Calogaya_qinghaiensis,1
Calogaya_saxicola,1
Calogaya_schistidii,1
Calogaya_sp,2
Calogaya_xanthoriella,1
Calogaya_xinjiangensis,1
Calogaya_zoroasteriorum,1
Calonarius_albertii,1
Calonarius_albidolilacinus,1
Calonarius_alcalinophilus,1
Calonarius_alnobetulae,1
Calonarius_amabilis,1
Calonarius_amnicola,1
Calonarius_anaunianus,1
Calonarius_anetholens,1
Calonarius_arcuatorum,1
Calonarius_arenicola,1
Calonarius_atrovirens,1
Calonarius_aureocalceolatus,1
Calonarius_aurora,1
Calonarius_bigelowii,1
Calonarius_cacodes,1
Calonarius_caesiocinctus,1
Calonarius_calojanthinus,1
Calonarius_catharinae,1
Calonarius_chailluzii,1
Calonarius_cisticola,1
Calonarius_citrinipedes,1
Calonarius_cobaltinus,1
Calonarius_corrosus,1
Calonarius_cupreorufus,1
Calonarius_elegantio-occidentalis,1
Calonarius_elegantiomontanus,1
Calonarius_elegantissimus,1
Calonarius_elotoides,1
Calonarius_flavipallens,1
Calonarius_flavoaurantians,1
Calonarius_flavobulbus,1
Calonarius_flavomirus,1
Calonarius_flavovirens,1
Calonarius_fulvoarcuatorum,1
Calonarius_fulvocitrinus,2
Calonarius_glaucoelotus,1
Calonarius_hildegardiae,1
Calonarius_insignibulbus,1
Calonarius_intricatus,1
Calonarius_jardinensis,1
Calonarius_juxtadibaphus,1
Calonarius_kristiniae,1
Calonarius_laberiae,1
Calonarius_langeorum,1
Calonarius_lavandulochlorus,1
Calonarius_lentus,1
Calonarius_lilacinovelatus,1
Calonarius_lilaciotinctus,1
Calonarius_luteicolor,1
Calonarius_mariekristinae,1
Calonarius_metarius,1
Calonarius_mikedavisii,1
Calonarius_napus,1
Calonarius_natalis,1
Calonarius_nymphicolor,1
Calonarius_ochraceopallescens,2
Calonarius_olearioides,1
Calonarius_oliveopetasatus,1
Calonarius_olympianus,1
Calonarius_osloensis,1
Calonarius_osmophorus,1
Calonarius_piceae,1
Calonarius_praetermissus,1
Calonarius_pseudocisticola,1
Calonarius_pseudocupreorufus,1
Calonarius_rapaceoides,1
Calonarius_rapaceotomentosus,1
Calonarius_sancti-felicis,1
Calonarius_sannio,1
Calonarius_saxamontanus,1
Calonarius_selandicus,1
Calonarius_sodagnitus,1
Calonarius_sp,1
Calonarius_spectabilis,2
Calonarius_splendens,1
Calonarius_splendidior,1
Calonarius_subgracilis,1
Calonarius_sublilacinopes,1
Calonarius_subsulfurinus,1
Calonarius_typicus,1
Calonarius_vesterholtii,1
Calonarius_violaceipes,1
Calonarius_viridirubescens,1
Calonarius_xanthodryophilus,1
Calonectria_angustata,1
Calonectria_asiatica,1
Calonectria_australiensis,1
Calonectria_canadensis,1
Calonectria_cerciana,1
Calonectria_clavata,1
Calonectria_gracilipes,1
Calonectria_indonesiae,1
Calonectria_insularis,1
Calonectria_lauri,1
Calonectria_multiphialidica,1
Calonectria_multiseptata,1
Calonectria_naviculata,1
Calonectria_penicilloides,1
Calonectria_pseudoscoparia,1
Calonectria_quinqueseptata,1
Calonectria_sp,1
Calonectria_spathulata,1
Calonectria_terrae-reginae,1
Calongea_prieguensis,1
Calopadia_foliicola,1
Calophoma_aquilegiicola,1
Calophoma_clematidina,1
Calophoma_clematidis-rectae,1
Calophoma_humuli,1
Calophoma_humulicola,1
Calophoma_parvula,1
Calophoma_rosae,1
Calophoma_sandfjordenica,1
Calophoma_sp,1
Calophoma_vincetoxici,1
Calophoma_vodakii,1
Caloplaca_albolutescens,2
Caloplaca_albopruinosa,3
Caloplaca_albopustulata,1
Caloplaca_alociza,2
Caloplaca_anularis,1
Caloplaca_aractina,4
Caloplaca_areolata,1
Caloplaca_atroflava,2
Caloplaca_australis,1
Caloplaca_badioreagens,1
Caloplaca_bicolor,1
Caloplaca_bohlinii,1
Caloplaca_brachyspora,1
Caloplaca_cancarixiticola,1
Caloplaca_catalinae,1
Caloplaca_cerina,6
Caloplaca_cerina_var._chloroleuca,8
Caloplaca_chlorina,2
Caloplaca_concreticola,1
Caloplaca_conversa,1
Caloplaca_cretensis,1
Caloplaca_cupulifera,1
Caloplaca_egeana,1
Caloplaca_epithallina,1
Caloplaca_erodens,2
Caloplaca_exsecuta,1
Caloplaca_festivella,2
Caloplaca_floridana,1
Caloplaca_fluviatilis,1
Caloplaca_furfuracea,1
Caloplaca_fuscoatroides,1
Caloplaca_haematites,3
Caloplaca_lecanorocarpa,1
Caloplaca_lecapustulata,1
Caloplaca_lucifuga,1
Caloplaca_magellanica,1
Caloplaca_monacensis,2
Caloplaca_neotaurica,2
Caloplaca_obscurella,1
Caloplaca_peliophylla,1
Caloplaca_pinicola,1
Caloplaca_raesaenenii,1
Caloplaca_reptans,1
Caloplaca_rouxii,1
Caloplaca_soralifera,1
Caloplaca_sorocarpa,1
Caloplaca_sp,31
Caloplaca_sterilis,1
Caloplaca_subalpina,2
Caloplaca_subscopularis,1
Caloplaca_syvashica,1
Caloplaca_teicholyta,2
Caloplaca_thracopontica,1
Caloplaca_turkuensis,2
Caloplaca_ulmorum,1
Caloplaca_variabilis,4
Caloplaca_zeorina,1
Caloscypha_fulgens,2
Caloscypha_fulgens_f._caesioalba,1
Calosphaeria_africana,1
Calosphaeria_pulchella,1
Calosphaeriales_sp,6
Calostoma_areolatum,1
Calostoma_berkeleyi,1
Calostoma_cinnabarinum,1
Calostoma_japonicum,1
Calostoma_lutescens,1
Calostoma_miniata,1
Calostoma_ravenelii,1
Calostoma_retisporum,1
Calostoma_rodwayi,1
Calostoma_sarasinii,1
Calostoma_sp,6
Calvatia_baixaverdensis,1
Calvatia_bicolor,1
Calvatia_brasiliensis,1
Calvatia_candida,1
Calvatia_craniiformis,3
Calvatia_cretacea,1
Calvatia_cyathiformis,1
Calvatia_fragilis,2
Calvatia_gigantea,3
Calvatia_lilacina,1
Calvatia_pachyderma,1
Calvatia_rubroflava,1
Calvatia_rugosa,1
Calvatia_sp,23
Calvitimela_aglaea,4
Calvitimela_armeniaca,2
Calvitimela_cuprea,1
Calvitimela_livida,1
Calvitimela_melaleuca,1
Calvitimela_perlata,2
Calvitimela_talayana,1
Calvolachnella_guaviyunis,1
Calycellina_leucella,1
Calycellina_populina,1
Calycellina_sp,3
Calycina_cortegadensis,1
Calycina_ellisii,1
Calycina_lactea,1
Calycina_languida,1
Calycina_marina,1
Calycina_sp,11
Calyptella_capula,3
Calyptella_gibbosa,1
Calyptella_sp,8
Calyptosphaeria_subdenudata,1
Calyptosphaeria_tenebrosa,1
Calyptospora_columnaris,1
Calyptrozyma_arxii,1
Calyptrozyma_sp,14
Camarographium_carpini,1
Camarographium_sp,2
Camarophyllopsis_atrovelutina,1
Camarophyllopsis_deceptiva,1
Camarophyllopsis_schulzeri,1
Camarophyllopsis_sp,39
Camarophyllus_griseorufescens,1
Camarophyllus_impurus,1
Camarophyllus_sp,6
Camarops_petersii,1
Camarops_sp,16
Camarops_tubulina,1
Camarosporiaceae_sp,1
Camarosporidiella_arborescentis,1
Camarosporidiella_elaeagnicola,1
Camarosporidiella_eufemiana,1
Camarosporidiella_italica,1
Camarosporidiella_mackenziei,1
Camarosporidiella_sp,2
Camarosporioides_phragmitis,1
Camarosporium_aureum,1
Camarosporium_quaternatum,1
Camarosporium_sophorae,1
Camarosporium_sp,2
Camarosporomyces_flavigenus,1
Camarosporula_persooniae,1
Camillea_obularia,1
Camillea_tinctor,2
Campanella_caesia,1
Campanella_junghuhnii,1
Campanophyllum_proboscideum,1
Camporesiomyces_mali,1
Camporesiomyces_vaccinii,1
Camposporium_antennatum,1
Camposporium_appendiculatum,1
Camposporium_dulciaquae,1
Camposporium_septatum,1
Camposporium_sp,8
Camptobasidiaceae_sp,8
Camptobasidium_gelus,1
Camptobasidium_hydrophilum,1
Camptobasidium_sp,2
Camptomeriphila_leucaenae,1
Camptophora_hylomeconis,1
Campylocarpon_amazonense,1
Campylocarpon_fasciculare,1
Campylocarpon_pseudofasciculare,1
Campylocarpon_sp,2
Campylospora_brasiliensis,1
Campylospora_chaetocladia,1
Campylospora_leptosoma,2
Campylospora_parvula,2
Campylospora_sp,4
Canalisporium_aquaticium,1
Canalisporium_dehongense,1
Canalisporium_grenadoideum,1
Canalisporium_jinghongensis,1
Canalisporium_krabiense,1
Canalisporium_pallidum,1
Canalisporium_pulchrum,1
Canalisporium_sp,3
Canariomyces_arenarius,1
Canariomyces_microsporus,2
Canariomyces_notabilis,1
Canariomyces_subthermophilus,2
Cancellidium_applanatum,1
Cancellidium_atrobrunneum,1
Cancellidium_griseonigrum,1
Cancellidium_sp,8
Cancellidium_thailandense,1
Candelabrochaete_africana,2
Candelabrochaete_langloisii,1
Candelabrochaete_sp,8
Candelabrochaete_verruculosa,1
Candelabrum_sp,35
Candelaria_asiatica,1
Candelaria_concolor,2
Candelaria_fibrosoides,1
Candelaria_pacifica,2
Candelariaceae_sp,2
Candelariales_sp,1
Candelariella_aggregata,2
Candelariella_antennaria,2
Candelariella_aurella,2
Candelariella_blastidiata,1
Candelariella_citrina,1
Candelariella_clarkiae,1
Candelariella_coralliza,1
Candelariella_corallizoides,1
Candelariella_deppeanae,1
Candelariella_flava,1
Candelariella_granuliformis,1
Candelariella_medians,1
Candelariella_placodizans,2
Candelariella_reflexa,1
Candelariella_rosulans,2
Candelariella_sp,4
Candelariella_spraguei,1
Candelariella_vitellina,2
Candelariella_xanthostigma,1
Candida_adriatica,1
Candida_akabanensis,1
Candida_alai,1
Candida_albicans,23
Candida_amphicis,1
Candida_anutae,1
Candida_arabinofermentans,1
Candida_argentea,1
Candida_ascalaphidarum,1
Candida_asparagi,1
Candida_atlantica,1
Candida_auris,1
Candida_aurita,1
Candida_berthetii,1
Candida_blackwelliae,1
Candida_blankii,1
Candida_blattae,1
Candida_blattariae,1
Candida_bohioensis,1
Candida_boidinii,1
Candida_boleticola,1
Candida_bombi,1
Candida_bracarensis,1
Candida_broadrunensis,1
Candida_buenavistaensis,1
Candida_buinensis,1
Candida_californica,1
Candida_caryicola,1
Candida_castellii,1
Candida_cerambycidarum,1
Candida_cetoniae,1
Candida_chauliodis,1
Candida_chilensis,1
Candida_coleopterorum,1
Candida_corydali,1
Candida_dajiaensis,1
Candida_danieliae,1
Candida_dendrica,1
Candida_dendronema,1
Candida_derodonti,1
Candida_diddensiae,2
Candida_digboiensis,2
Candida_diospyri,1
Candida_dosseyi,1
Candida_dubliniensis,1
Candida_duobushaemulonis,1
Candida_endomychidarum,1
Candida_ethanolica,1
Candida_ficus,1
Candida_fluviatilis,1
Candida_friedrichii,1
Candida_frijolesensis,1
Candida_fukazawae,1
Candida_fungicola,1
Candida_germanica,1
Candida_gigantensis,1
Candida_glabrata,2
Candida_glaebosa,1
Candida_gorgasii,1
Candida_gosingica,1
Candida_haemuloni,1
Candida_heliconiae,1
Candida_heveicola,1
Candida_hispaniensis,1
Candida_hyderabadensis,1
Candida_incommunis,1
Candida_inconspicua,1
Candida_insectorum,1
Candida_intermedia,1
Candida_jaroonii,1
Candida_jiufengensis,1
Candida_kanchanaburiensis,1
Candida_kantuleensis,1
Candida_keroseneae,1
Candida_khao-thaluensis,1
Candida_krabiensis,1
Candida_kungkrabaensis,1
Candida_labiduridarum,1
Candida_laemsonensis,1
Candida_leandrae,1
Candida_lessepsii,1
Candida_linzhiensis,1
Candida_lundiana,1
Candida_maesae,1
Candida_maltosa,2
Candida_margitis,1
Candida_maris,1
Candida_melibiosica,1
Candida_membranifaciens,1
Candida_metapsilosis,1
Candida_methanosorbosa,1
Candida_michaelii,1
Candida_middelhoveniana,1
Candida_mogii,1
Candida_montana,1
Candida_morakotiae,1
Candida_multis-gemmis,1
Candida_nanaspora,1
Candida_neerlandica,1
Candida_nemodendra,1
Candida_nitratophila,1
Candida_nivariensis,1
Candida_norvegica,1
Candida_oceani,1
Candida_odintsovae,1
Candida_orba,1
Candida_oregonensis,1
Candida_orthopsilosis,3
Candida_ovalis,1
Candida_oxycetoniae,1
Candida_pallodes,1
Candida_palmioleophila,1
Candida_palmyrensis,1
Candida_parablackwelliae,1
Candida_parachauliodes,1
Candida_parapsilosis,6
Candida_peoriensis,1
Candida_phangngaensis,1
Candida_piceae,1
Candida_ponderosae,1
Candida_pseudoaaseri,1
Candida_pseudocylindracea,1
Candida_pseudoflosculorum,1
Candida_pseudoglaebosa,1
Candida_pseudojiufengensis,1
Candida_pseudolambica,1
Candida_pseudoviswanathii,1
Candida_qinlingensis,1
Candida_quercuum,1
Candida_railenensis,1
Candida_restingae,1
Candida_rishiriensis,1
Candida_rongomai-pounamu,2
Candida_rugopelliculosa,1
Candida_saitoana,1
Candida_sakaeoensis,1
Candida_sake,1
Candida_santamariae,1
Candida_santjacobensis,1
Candida_sanyaensis,1
Candida_saopaulonensis,1
Candida_savonica,1
Candida_schatavii,1
Candida_sequanensis,1
Candida_sharkensis,1
Candida_silvanorum,1
Candida_silvatica,1
Candida_silvicultrix,1
Candida_sinolaborantium,1
Candida_sojae,1
Candida_solani,1
Candida_sonorensis,1
Candida_sophiae-reginae,1
Candida_sp,68
Candida_spencermartinsiae,1
Candida_sphagnicola,1
Candida_subhashii,1
Candida_succiphila,1
Candida_suzukii,1
Candida_takata,1
Candida_tallmaniae,1
Candida_tammaniensis,1
Candida_taoyuanica,1
Candida_taylorii,1
Candida_temnochilae,1
Candida_tetrigidarum,2
Candida_thasaenensis,1
Candida_theae,1
Candida_tibetensis,1
Candida_tocantinsensis,1
Candida_tritomae,1
Candida_tropicalis,8
Candida_trypodendri,1
Candida_tsuchiyae,1
Candida_tunisiensis,1
Candida_uthaithanina,1
Candida_vartiovaarae,1
Candida_vaughaniae,1
Candida_verbasci,1
Candida_vespimorsuum,1
Candida_viswanathii,2
Candida_vrieseae,1
Candida_wancherniae,1
Candida_xiaguanensis,1
Candida_xyloterini,1
Candida_yunnanensis,1
Candida_zeylanoides,1
Candolleomyces_aberdarensis,1
Candolleomyces_cacao,1
Candolleomyces_candolleanus,3
Candolleomyces_secotioides,1
Candolleomyces_subsingeri,1
Canomaculina_consors,1
Canomaculina_subtinctoria,1
Canomyces_reticulatus,1
Canoparmelia_austroamericana,1
Canoparmelia_caroliniana,2
Canoparmelia_cryptochlorophaea,1
Canoparmelia_ecaperata,1
Canoparmelia_sp,1
Canoparmelia_texana,4
Cantharellaceae_sp,5
Cantharellales_sp,236
Cantharellopsis_prescotii,1
Cantharellula_sp,7
Cantharellula_umbonata,1
Cantharellus_albidolutescens,1
Cantharellus_ambohitantelyensis,1
Cantharellus_amethysteus,1
Cantharellus_anzutake,1
Cantharellus_appalachiensis,1
Cantharellus_camphoratus,1
Cantharellus_cascadensis,1
Cantharellus_cibarius,4
Cantharellus_cinereus,2
Cantharellus_cinnabarinus,2
Cantharellus_cyphelloides,1
Cantharellus_decolorans,1
Cantharellus_flavolateritius,1
Cantharellus_friesii,1
Cantharellus_guyanensis,1
Cantharellus_hainanensis,1
Cantharellus_hygrophoroides,1
Cantharellus_ibityensis,1
Cantharellus_indicus,1
Cantharellus_lewisii,2
Cantharellus_nigrescens,1
Cantharellus_paucifurcatus,1
Cantharellus_rhodophyllus,1
Cantharellus_sebosus,1
Cantharellus_sp,74
Cantharellus_subincarnatus,1
Cantharellus_subminor,1
Cantharocybe_brunneovelutina,1
Cantharocybe_gruberi,1
Cantharocybe_sp,1
Cantharocybe_virosa,2
Capellomyces_elongatus,1
Capellomyces_foraminis,1
Capitofimbria_compacta,1
Capitofimbria_sp,1
Capitotricha_filiformis,1
Capitotricha_rubi,1
Capnobotryella_renispora,1
Capnobotryella_sp,9
Capnocheirides_sp,4
Capnodiaceae_sp,3
Capnodiales_sp,599
Capnodium_alfenasii,1
Capnodium_blackwelliae,1
Capnodium_citri,1
Capnodium_coffeicola,1
Capronia_acutiseta,1
Capronia_camelliae-yunnanensis,1
Capronia_capucina,1
Capronia_coronata,1
Capronia_dactylotricha,1
Capronia_epimyces,1
Capronia_fungicola,1
Capronia_leucadendri,1
Capronia_lijiangensis,1
Capronia_mansonii,1
Capronia_munkii,1
Capronia_nigerrima,1
Capronia_parasitica,1
Capronia_pilosella,1
Capronia_pulcherrima,1
Capronia_rubiginosa,1
Capronia_semiimmersa,1
Capronia_sp,482
Capturomyces_funiculosus,1
Capturomyces_luteus,1
Capulatispora_sagittiformis,1
Carbonea_sp,1
Carbonea_tephromelae,1
Carbonea_vitellinaria,1
Carbonea_vorticosa,2
Carbonicola_anthracophila,1
Carbonicola_myrmecina,1
Carcinomyces_arundinariae,1
Carcinomyces_nordestinensis,1
Carcinomyces_polyporinus,2
Carcinomyces_sp,5
Carcinomycetaceae_sp,6
Carestiella_socia,1
Caripia_sp,2
Carlosrosaea_aechmeae,1
Carlosrosaea_foliicola,1
Carlosrosaea_hohenbergiae,1
Carlosrosaea_simaoensis,1
Carlosrosaea_sp,5
Carneothele_sphagnicola,1
Carolinigaster_bonitoi,1
Cartilosoma_rene-hentic,1
Caryophylloseptoria_lychnidis,1
Caryophylloseptoria_pseudolychnidis,1
Caryophylloseptoria_silenes,1
Caryophylloseptoria_spergulae,1
Caryospora_aquatica,1
Caryosporaceae_sp,1
Castanediella_acaciae,1
Castanediella_ambae,1
Castanediella_brevis,1
Castanediella_cagnizarii,1
Castanediella_communis,1
Castanediella_couratarii,1
Castanediella_eucalypti,1
Castanediella_eucalypticola,1
Castanediella_eucalyptigena,1
Castanediella_hyalopenicillata,1
